id	filename	md5	size	state
c17f73bf-7306-489c-b164-7a5dfdef3612	6164655047_R03C01_Red.idat	b626b244e285e1209f624ee835a24234	8095188	live
7e134ab2-3e53-476e-8748-18d703a30d73	6164655047_R03C01_Grn.idat	4f09ef8bb28d625e62010daee9e96fd4	8095188	live
ea1a381f-2da1-4480-a09d-8a830642aefb	6164655047_R05C01_Grn.idat	db8498ed50d46442daa0ede3a3e8707f	8095188	live
9a88de6a-2849-4c49-87c0-20ef93205f3c	6164655047_R05C01_Red.idat	a77621df8d8b4d4faddb02cc8230bb64	8095188	live
dd723f2a-aa31-4acb-83bd-cb8ab44b8482	6929689007_R02C02_Grn.idat	043e0105077e17083d65392bb33e2f6b	8095259	live
1636efb0-cd10-47ee-8b79-e291fa521e5d	6929689007_R02C02_Red.idat	e6abfa9913ff3c771d2fef5e5e7ac267	8095259	live
84fb40ce-b4a3-402d-8742-46e6e6e4c230	6285609049_R04C01_Grn.idat	e0bc32af93f7ab1f9be193242087a9e5	8095250	live
d9485044-1c07-47a3-8c96-83fdc95f5a7b	6285609049_R04C01_Red.idat	4a79d6cf0066421c51e0797fc9473121	8095250	live
b8fba3dc-255b-4746-b348-7cfdd3cb8c10	6164655051_R04C01_Red.idat	9c0e626e8491fd93c2f7aaa79bda3ae3	8095200	live
7efe177f-5bb7-4da2-a020-c56cb61e53ea	6164655051_R04C01_Grn.idat	4b805609b64bf993239f9cd7c3db442c	8095200	live
d240f0a5-74c3-484d-9522-2fafeffec504	6164655047_R01C02_Grn.idat	462c7ab2c5f6b992affd8789f15daae7	8095191	live
f9993b01-3a55-4b97-a57a-bf0fade04452	6164655047_R01C02_Red.idat	c1efafb925d1ad11a9e029c2697d3d17	8095191	live
d5edc085-c874-40c9-802e-74cf09c8c841	9296931022_R06C02_Red.idat	e0e8fe8b4185dc71f09b8c2e038fadef	8095248	live
74f38bbf-067d-4d24-a990-b4ba222a45b5	9296931022_R06C02_Grn.idat	756f2492fe4dc4bc8213b412e9f5a774	8095248	live
4e8f809a-5509-46ec-9b24-533a0b0d16ce	9296931022_R02C01_Grn.idat	1651c6901cc856b7f4d2c368570a7d7a	8095250	live
8abac4ed-344c-4f7f-a378-f9bf067715b6	9296931022_R02C01_Red.idat	094934ecbd89772968203fc3772bcad4	8095250	live
478e2235-331a-4fb0-b4db-bf183edcbf11	9296931021_R05C02_Red.idat	12047e8e62ebf3a6183269011c056690	8095248	live
5d6306a4-8331-4c7a-a764-c57790152ac2	9296931021_R05C02_Grn.idat	01f459e78733ac8484f68f14dc0ea17b	8095248	live
caf5f065-66a0-4b2e-bc3e-fd24ee563d69	9283265074_R04C02_Grn.idat	706119116c4520488dbe2d53c3d9eea5	8095280	live
e8b032a3-f197-4503-a758-a4a0af76968a	9283265074_R04C02_Red.idat	d8880f1ed79e18ac42bec10e6d5655e7	8095280	live
81c374b3-d2f4-4bba-b433-58c0027d3bfe	9296931022_R01C01_Grn.idat	63f40dfb3ed060aa6d9b3c353dbaecbf	8095250	live
10efa65b-b038-4bc8-8a1d-249a7a8905fe	9296931022_R01C01_Red.idat	5eabc840424933935fdf4bce6fbfdfa2	8095250	live
977be0fc-a4bd-49f2-882e-26dd8609990b	9422491068_R04C01_Grn.idat	918b4ca7a3d814e3757b7356174a6515	8095328	live
ce1b346e-5789-4a6f-94af-b6ed7ceb9c8f	9422491068_R04C01_Red.idat	1e22580b957f7c735a597e446593e290	8095328	live
d76f094d-71b2-4386-9164-1cc1cb387e2a	6042316060_R02C02_Red.idat	22a7b235e460f88ed82c5405f52e123c	8091452	live
e2b0d3d1-9c91-4bb3-a282-39ef182e8937	6042316060_R02C02_Grn.idat	181fae82dfd79ed441a15b935414f8e4	8091452	live
5b92b0a1-1b2e-4aa6-b581-74787cc4d4e9	6042316079_R03C02_Red.idat	e9c2ec210de91c88b21a240226849009	8091452	live
29e6d937-79d3-48a4-9730-ccfe3efd8506	6042316079_R03C02_Grn.idat	2cf4f4b174655086034fead8d994b4f8	8091452	live
125b8da3-6291-4bb0-94b1-67b25447b591	9482801006_R02C02_Red.idat	4316e0a70546b5a71c5de909923ad593	8095306	live
